시작일,종료일,직업,직업코드,분류단계,AI 사용 비율(%)
2026-05-01,2026-06-01,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,0,0.0
2026-05-01,2026-06-01,Preventive Medicine Physicians,29-1229.05,0,0.0
2026-05-01,2026-06-01,Aviation Inspectors,53-6051.01,0,0.0
2026-05-01,2026-06-01,Chemical Engineers,17-2041.00,0,0.0
2026-05-01,2026-06-01,Wind Energy Engineers,17-2199.10,0,0.0
2026-04-01,2026-05-01,Chemical Equipment Operators and Tenders,51-9011.00,0,0.0
2026-04-01,2026-05-01,Cargo and Freight Agents,43-5011.00,0,0.0
2026-04-01,2026-05-01,"Coin, Vending, and Amusement Machine Servicers and Repairers",49-9091.00,0,0.0
2026-04-01,2026-05-01,"Electrical and Electronics Installers and Repairers, Transportation Equipment",49-2093.00,0,0.0
2026-04-01,2026-05-01,"Patternmakers, Metal and Plastic",51-4062.00,0,0.0
2026-05-01,2026-06-01,Power Distributors and Dispatchers,51-8012.00,0,0.0
2026-05-01,2026-06-01,"Plumbers, Pipefitters, and Steamfitters",47-2152.00,0,0.0
2026-04-01,2026-05-01,Manicurists and Pedicurists,39-5092.00,0,0.0
2026-05-01,2026-06-01,Home Appliance Repairers,49-9031.00,0,0.0
2026-05-01,2026-06-01,Camera and Photographic Equipment Repairers,49-9061.00,0,0.0
2026-05-01,2026-06-01,Insurance Underwriters,13-2053.00,0,0.0
2026-05-01,2026-06-01,"Electronic Equipment Installers and Repairers, Motor Vehicles",49-2096.00,0,0.0
2026-05-01,2026-06-01,Veterinary Assistants and Laboratory Animal Caretakers,31-9096.00,0,0.0
2026-05-01,2026-06-01,Bus and Truck Mechanics and Diesel Engine Specialists,49-3031.00,0,0.0
2026-05-01,2026-06-01,"Service Unit Operators, Oil and Gas",47-5013.00,0,0.0
2026-05-01,2026-06-01,Upholsterers,51-6093.00,0,0.0
2026-05-01,2026-06-01,Cargo and Freight Agents,43-5011.00,0,0.0
2026-04-01,2026-05-01,Emergency Management Directors,11-9161.00,0,0.0
2026-04-01,2026-05-01,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",51-4193.00,0,0.0
2026-04-01,2026-05-01,Postal Service Mail Carriers,43-5052.00,0,0.0
2026-04-01,2026-05-01,Private Detectives and Investigators,33-9021.00,0,0.0
2026-04-01,2026-05-01,Mechanical Door Repairers,49-9011.00,0,0.0
2026-04-01,2026-05-01,Glaziers,47-2121.00,0,0.0
2026-04-01,2026-05-01,Driver/Sales Workers,53-3031.00,0,0.0
2026-05-01,2026-06-01,"Umpires, Referees, and Other Sports Officials",27-2023.00,0,0.0
2026-04-01,2026-05-01,Cardiovascular Technologists and Technicians,29-2031.00,0,0.0
2026-04-01,2026-05-01,Precision Agriculture Technicians,19-4012.01,0,0.0
2026-04-01,2026-05-01,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",51-4081.00,0,0.0
2026-04-01,2026-05-01,Environmental Compliance Inspectors,13-1041.01,0,0.0
2026-04-01,2026-05-01,"Tailors, Dressmakers, and Custom Sewers",51-6052.00,0,0.0
2026-04-01,2026-05-01,Weatherization Installers and Technicians,47-4099.03,0,0.0
2026-04-01,2026-05-01,Wind Energy Engineers,17-2199.10,0,0.0
2026-04-01,2026-05-01,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",49-9021.00,0,0.0
2026-04-01,2026-05-01,"Hotel, Motel, and Resort Desk Clerks",43-4081.00,0,0.0
2026-04-01,2026-05-01,Home Appliance Repairers,49-9031.00,0,0.0
2026-05-01,2026-06-01,"Geoscientists, Except Hydrologists and Geographers",19-2042.00,0,0.0
2026-05-01,2026-06-01,Models,41-9012.00,0,0.0
2026-05-01,2026-06-01,Podiatrists,29-1081.00,0,0.0
2026-05-01,2026-06-01,Recycling Coordinators,53-1042.01,0,0.0
2026-05-01,2026-06-01,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",51-9021.00,0,0.0
2026-05-01,2026-06-01,Chemical Equipment Operators and Tenders,51-9011.00,0,0.0
2026-05-01,2026-06-01,Radiation Therapists,29-1124.00,0,0.0
2026-05-01,2026-06-01,Food Preparation Workers,35-2021.00,0,0.0
2026-05-01,2026-06-01,Cardiovascular Technologists and Technicians,29-2031.00,0,0.0
2026-04-01,2026-05-01,Recreational Therapists,29-1125.00,0,0.0
2026-04-01,2026-05-01,Industrial Ecologists,19-2041.03,0,0.0
2026-04-01,2026-05-01,Phlebotomists,31-9097.00,0,0.0
2026-05-01,2026-06-01,Food Batchmakers,51-3092.00,0,0.0
2026-05-01,2026-06-01,Range Managers,19-1031.02,0,0.0
2026-05-01,2026-06-01,Jewelers and Precious Stone and Metal Workers,51-9071.00,0,0.0
2026-05-01,2026-06-01,Insurance Sales Agents,41-3021.00,0,0.0
2026-04-01,2026-05-01,Adapted Physical Education Specialists,25-2059.01,0,0.0
2026-05-01,2026-06-01,Talent Directors,27-2012.04,0,0.0
2026-05-01,2026-06-01,Paperhangers,47-2142.00,0,0.0
2026-05-01,2026-06-01,Equal Opportunity Representatives and Officers,13-1041.03,0,0.0
2026-05-01,2026-06-01,Brownfield Redevelopment Specialists and Site Managers,11-9199.11,0,0.0
2026-05-01,2026-06-01,Diagnostic Medical Sonographers,29-2032.00,0,0.0
2026-05-01,2026-06-01,Real Estate Brokers,41-9021.00,0,0.0
2026-05-01,2026-06-01,Cytogenetic Technologists,29-2011.01,0,0.0
2026-05-01,2026-06-01,Shoe and Leather Workers and Repairers,51-6041.00,0,0.0
2026-04-01,2026-05-01,Landscaping and Groundskeeping Workers,37-3011.00,0,0.0
2026-04-01,2026-05-01,"Cooks, Fast Food",35-2011.00,0,0.0
2026-04-01,2026-05-01,"Textile Cutting Machine Setters, Operators, and Tenders",51-6062.00,0,0.0
2026-04-01,2026-05-01,Animal Trainers,39-2011.00,0,0.0
2026-04-01,2026-05-01,Respiratory Therapists,29-1126.00,0,0.0
2026-04-01,2026-05-01,Baristas,35-3023.01,0,0.0
2026-04-01,2026-05-01,Flight Attendants,53-2031.00,0,0.0
2026-05-01,2026-06-01,"Secondary School Teachers, Except Special and Career/Technical Education",25-2031.00,0,0.0
2026-05-01,2026-06-01,"Electric Motor, Power Tool, and Related Repairers",49-2092.00,0,0.0
2026-05-01,2026-06-01,Dermatologists,29-1213.00,0,0.0
2026-05-01,2026-06-01,Bill and Account Collectors,43-3011.00,0,0.0
2026-05-01,2026-06-01,Conservation Scientists,19-1031.00,0,0.0
2026-05-01,2026-06-01,"Insurance Appraisers, Auto Damage",13-1032.00,0,0.0
2026-05-01,2026-06-01,Team Assemblers,51-2092.00,0,0.0
2026-05-01,2026-06-01,Textile Bleaching and Dyeing Machine Operators and Tenders,51-6061.00,0,0.0
2026-04-01,2026-05-01,Tile and Stone Setters,47-2044.00,0,0.0
2026-04-01,2026-05-01,Food Cooking Machine Operators and Tenders,51-3093.00,0,0.0
2026-04-01,2026-05-01,Insurance Underwriters,13-2053.00,0,0.0
2026-04-01,2026-05-01,Camera and Photographic Equipment Repairers,49-9061.00,0,0.0
2026-05-01,2026-06-01,"Patternmakers, Metal and Plastic",51-4062.00,0,0.0
2026-05-01,2026-06-01,Construction and Building Inspectors,47-4011.00,0,0.0
2026-05-01,2026-06-01,Robotics Technicians,17-3024.01,0,0.0
2026-05-01,2026-06-01,Court Reporters and Simultaneous Captioners,27-3092.00,0,0.0
