시작일,종료일,직업,직업코드,분류단계,AI 사용 비율(%)
2026-05-01,2026-06-01,Atmospheric and Space Scientists,19-2021.00,0,0.02
2026-04-01,2026-05-01,"Education and Childcare Administrators, Preschool and Daycare",11-9031.00,0,0.02
2026-04-01,2026-05-01,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,0,0.02
2026-04-01,2026-05-01,Obstetricians and Gynecologists,29-1218.00,0,0.02
2026-04-01,2026-05-01,Medical Transcriptionists,31-9094.00,0,0.02
2026-04-01,2026-05-01,Emergency Medical Technicians,29-2042.00,0,0.02
2026-05-01,2026-06-01,Agricultural Engineers,17-2021.00,0,0.02
2026-05-01,2026-06-01,Solar Energy Systems Engineers,17-2199.11,0,0.02
2026-05-01,2026-06-01,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,0,0.02
2026-05-01,2026-06-01,"Pediatricians, General",29-1221.00,0,0.02
2026-04-01,2026-05-01,"Pediatricians, General",29-1221.00,0,0.02
2026-05-01,2026-06-01,"Fraud Examiners, Investigators and Analysts",13-2099.04,0,0.02
2026-04-01,2026-05-01,Facilities Managers,11-3013.00,0,0.02
2026-04-01,2026-05-01,Materials Engineers,17-2131.00,0,0.02
2026-05-01,2026-06-01,"Farmers, Ranchers, and Other Agricultural Managers",11-9013.00,0,0.02
2026-04-01,2026-05-01,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",45-2092.00,0,0.02
2026-05-01,2026-06-01,"Special Education Teachers, Kindergarten",25-2055.00,0,0.02
2026-05-01,2026-06-01,Neurologists,29-1217.00,0,0.02
2026-04-01,2026-05-01,Atmospheric and Space Scientists,19-2021.00,0,0.02
2026-04-01,2026-05-01,"Hairdressers, Hairstylists, and Cosmetologists",39-5012.00,0,0.02
2026-04-01,2026-05-01,"Patternmakers, Wood",51-7032.00,0,0.02
2026-04-01,2026-05-01,Agricultural Engineers,17-2021.00,0,0.02
2026-04-01,2026-05-01,Neuropsychologists,19-3039.02,0,0.02
2026-04-01,2026-05-01,Electro-Mechanical and Mechatronics Technologists and Technicians,17-3024.00,0,0.02
2026-04-01,2026-05-01,Paramedics,29-2043.00,0,0.02
2026-05-01,2026-06-01,Electro-Mechanical and Mechatronics Technologists and Technicians,17-3024.00,0,0.02
2026-04-01,2026-05-01,Architectural and Civil Drafters,17-3011.00,0,0.02
2026-05-01,2026-06-01,Human Resources Managers,11-3121.00,0,0.02
2026-05-01,2026-06-01,Industrial Machinery Mechanics,49-9041.00,0,0.02
2026-04-01,2026-05-01,First-Line Supervisors of Police and Detectives,33-1012.00,0,0.02
2026-05-01,2026-06-01,Dining Room and Cafeteria Attendants and Bartender Helpers,35-9011.00,0,0.02
2026-05-01,2026-06-01,"Compensation, Benefits, and Job Analysis Specialists",13-1141.00,0,0.02
2026-05-01,2026-06-01,"Education and Childcare Administrators, Preschool and Daycare",11-9031.00,0,0.02
2026-05-01,2026-06-01,Electrical Engineers,17-2071.00,0,0.02
2026-05-01,2026-06-01,Landscape Architects,17-1012.00,0,0.02
2026-05-01,2026-06-01,Veterinarians,29-1131.00,0,0.02
2026-05-01,2026-06-01,"Mathematical Science Teachers, Postsecondary",25-1022.00,0,0.02
2026-05-01,2026-06-01,Veterinary Technologists and Technicians,29-2056.00,0,0.02
2026-05-01,2026-06-01,Bartenders,35-3011.00,0,0.02
2026-05-01,2026-06-01,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,0,0.02
2026-04-01,2026-05-01,Bioengineers and Biomedical Engineers,17-2031.00,0,0.02
2026-04-01,2026-05-01,General Internal Medicine Physicians,29-1216.00,0,0.02
2026-05-01,2026-06-01,Wind Energy Development Managers,11-9199.10,0,0.02
2026-05-01,2026-06-01,Materials Engineers,17-2131.00,0,0.02
2026-04-01,2026-05-01,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,0,0.02
2026-05-01,2026-06-01,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",17-2111.00,0,0.02
2026-05-01,2026-06-01,Industrial Engineers,17-2112.00,0,0.02
2026-04-01,2026-05-01,Substance Abuse and Behavioral Disorder Counselors,21-1011.00,0,0.02
2026-05-01,2026-06-01,Allergists and Immunologists,29-1229.01,0,0.02
2026-04-01,2026-05-01,Industrial Production Managers,11-3051.00,0,0.02
2026-05-01,2026-06-01,Emergency Medical Technicians,29-2042.00,0,0.02
2026-05-01,2026-06-01,Tellers,43-3071.00,0,0.02
2026-04-01,2026-05-01,Patient Representatives,29-2099.08,0,0.02
2026-05-01,2026-06-01,Obstetricians and Gynecologists,29-1218.00,0,0.02
2026-04-01,2026-05-01,Automotive Engineering Technicians,17-3027.01,0,0.02
2026-04-01,2026-05-01,Cartographers and Photogrammetrists,17-1021.00,0,0.02
2026-05-01,2026-06-01,"Kindergarten Teachers, Except Special Education",25-2012.00,0,0.02
2026-05-01,2026-06-01,Retail Loss Prevention Specialists,33-9099.02,0,0.02
2026-05-01,2026-06-01,"Title Examiners, Abstractors, and Searchers",23-2093.00,0,0.02
2026-05-01,2026-06-01,First-Line Supervisors of Non-Retail Sales Workers,41-1012.00,0,0.02
2026-04-01,2026-05-01,"Kindergarten Teachers, Except Special Education",25-2012.00,0,0.02
2026-04-01,2026-05-01,Passenger Attendants,53-6061.00,0,0.02
2026-04-01,2026-05-01,"Farmers, Ranchers, and Other Agricultural Managers",11-9013.00,0,0.02
2026-05-01,2026-06-01,Sound Engineering Technicians,27-4014.00,0,0.02
2026-04-01,2026-05-01,"Camera Operators, Television, Video, and Film",27-4031.00,0,0.02
2026-04-01,2026-05-01,"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,0,0.02
2026-05-01,2026-06-01,Marine Engineers and Naval Architects,17-2121.00,0,0.02
2026-05-01,2026-06-01,"Middle School Teachers, Except Special and Career/Technical Education",25-2022.00,0,0.02
2026-05-01,2026-06-01,Family Medicine Physicians,29-1215.00,0,0.02
2026-05-01,2026-06-01,Physical Therapists,29-1123.00,0,0.02
2026-05-01,2026-06-01,Industrial Production Managers,11-3051.00,0,0.02
2026-05-01,2026-06-01,Pest Control Workers,37-2021.00,0,0.02
2026-05-01,2026-06-01,Transportation Inspectors,53-6051.00,0,0.02
2026-04-01,2026-05-01,Human Resources Managers,11-3121.00,0,0.02
2026-04-01,2026-05-01,Supply Chain Managers,11-3071.04,0,0.01
2026-04-01,2026-05-01,"Energy Engineers, Except Wind and Solar",17-2199.03,0,0.01
2026-04-01,2026-05-01,Audiovisual Equipment Installers and Repairers,49-2097.00,0,0.01
2026-04-01,2026-05-01,Urban and Regional Planners,19-3051.00,0,0.01
2026-04-01,2026-05-01,"Morticians, Undertakers, and Funeral Arrangers",39-4031.00,0,0.01
2026-05-01,2026-06-01,Intelligence Analysts,33-3021.06,0,0.01
2026-04-01,2026-05-01,Transportation Planners,19-3099.01,0,0.01
2026-04-01,2026-05-01,Registered Nurses,29-1141.00,0,0.01
2026-04-01,2026-05-01,Physical Therapists,29-1123.00,0,0.01
2026-04-01,2026-05-01,Mental Health and Substance Abuse Social Workers,21-1023.00,0,0.01
2026-04-01,2026-05-01,Barbers,39-5011.00,0,0.01
2026-05-01,2026-06-01,Robotics Engineers,17-2199.08,0,0.01
2026-05-01,2026-06-01,Legislators,11-1031.00,0,0.01
2026-05-01,2026-06-01,"Dispatchers, Except Police, Fire, and Ambulance",43-5032.00,0,0.01
2026-05-01,2026-06-01,School Bus Monitors,33-9094.00,0,0.01
2026-04-01,2026-05-01,Solar Photovoltaic Installers,47-2231.00,0,0.01
2026-05-01,2026-06-01,"Career/Technical Education Teachers, Middle School",25-2023.00,0,0.01
2026-05-01,2026-06-01,Mental Health and Substance Abuse Social Workers,21-1023.00,0,0.01
2026-05-01,2026-06-01,"Teaching Assistants, Special Education",25-9043.00,0,0.01
2026-05-01,2026-06-01,"Morticians, Undertakers, and Funeral Arrangers",39-4031.00,0,0.01
2026-05-01,2026-06-01,"Communications Teachers, Postsecondary",25-1122.00,0,0.01
2026-04-01,2026-05-01,Orthodontists,29-1023.00,0,0.01
2026-04-01,2026-05-01,Police and Sheriff's Patrol Officers,33-3051.00,0,0.01
2026-05-01,2026-06-01,"Library Science Teachers, Postsecondary",25-1082.00,0,0.01
2026-04-01,2026-05-01,New Accounts Clerks,43-4141.00,0,0.01
2026-05-01,2026-06-01,Supply Chain Managers,11-3071.04,0,0.01
2026-05-01,2026-06-01,Weatherization Installers and Technicians,47-4099.03,0,0.01
2026-04-01,2026-05-01,Crematory Operators,39-4012.00,0,0.01
2026-05-01,2026-06-01,Recreational Therapists,29-1125.00,0,0.01
2026-05-01,2026-06-01,Medical Secretaries and Administrative Assistants,43-6013.00,0,0.01
2026-05-01,2026-06-01,Orthodontists,29-1023.00,0,0.01
2026-05-01,2026-06-01,Freight Forwarders,43-5011.01,0,0.01
2026-05-01,2026-06-01,First-Line Supervisors of Firefighting and Prevention Workers,33-1021.00,0,0.01
2026-04-01,2026-05-01,"Claims Adjusters, Examiners, and Investigators",13-1031.00,0,0.01
2026-05-01,2026-06-01,Fast Food and Counter Workers,35-3023.00,0,0.01
2026-04-01,2026-05-01,Nuclear Engineers,17-2161.00,0,0.01
2026-04-01,2026-05-01,"Painters, Construction and Maintenance",47-2141.00,0,0.01
2026-04-01,2026-05-01,Musicians and Singers,27-2042.00,0,0.01
2026-04-01,2026-05-01,Postmasters and Mail Superintendents,11-9131.00,0,0.01
2026-04-01,2026-05-01,"Health Specialties Teachers, Postsecondary",25-1071.00,0,0.01
2026-04-01,2026-05-01,Freight Forwarders,43-5011.01,0,0.01
2026-05-01,2026-06-01,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,0,0.01
2026-05-01,2026-06-01,Psychiatric Technicians,29-2053.00,0,0.01
2026-05-01,2026-06-01,Electrical and Electronics Drafters,17-3012.00,0,0.01
2026-04-01,2026-05-01,Zoologists and Wildlife Biologists,19-1023.00,0,0.01
2026-04-01,2026-05-01,"Property, Real Estate, and Community Association Managers",11-9141.00,0,0.01
2026-05-01,2026-06-01,"Energy Engineers, Except Wind and Solar",17-2199.03,0,0.01
2026-04-01,2026-05-01,Intelligence Analysts,33-3021.06,0,0.01
2026-05-01,2026-06-01,Audiovisual Equipment Installers and Repairers,49-2097.00,0,0.01
2026-05-01,2026-06-01,Procurement Clerks,43-3061.00,0,0.01
2026-04-01,2026-05-01,"Family and Consumer Sciences Teachers, Postsecondary",25-1192.00,0,0.01
2026-04-01,2026-05-01,"Computer, Automated Teller, and Office Machine Repairers",49-2011.00,0,0.01
2026-04-01,2026-05-01,Psychiatric Technicians,29-2053.00,0,0.01
2026-04-01,2026-05-01,"Education Teachers, Postsecondary",25-1081.00,0,0.01
2026-04-01,2026-05-01,"Physicians, Pathologists",29-1222.00,0,0.01
2026-05-01,2026-06-01,Furniture Finishers,51-7021.00,0,0.01
2026-05-01,2026-06-01,Cost Estimators,13-1051.00,0,0.01
2026-05-01,2026-06-01,"Geography Teachers, Postsecondary",25-1064.00,0,0.01
2026-05-01,2026-06-01,"Political Science Teachers, Postsecondary",25-1065.00,0,0.01
2026-05-01,2026-06-01,Cabinetmakers and Bench Carpenters,51-7011.00,0,0.01
2026-05-01,2026-06-01,"Physics Teachers, Postsecondary",25-1054.00,0,0.01
2026-04-01,2026-05-01,Rehabilitation Counselors,21-1015.00,0,0.01
2026-04-01,2026-05-01,Baggage Porters and Bellhops,39-6011.00,0,0.01
2026-04-01,2026-05-01,Loss Prevention Managers,11-9199.08,0,0.01
2026-04-01,2026-05-01,Electrical and Electronic Engineering Technologists and Technicians,17-3023.00,0,0.01
2026-04-01,2026-05-01,Critical Care Nurses,29-1141.03,0,0.01
2026-05-01,2026-06-01,"Computer Science Teachers, Postsecondary",25-1021.00,0,0.01
2026-04-01,2026-05-01,"Library Assistants, Clerical",43-4121.00,0,0.01
2026-04-01,2026-05-01,Electrical and Electronics Drafters,17-3012.00,0,0.01
2026-04-01,2026-05-01,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,0,0.01
2026-05-01,2026-06-01,"Disc Jockeys, Except Radio",27-2091.00,0,0.01
2026-05-01,2026-06-01,Forest and Conservation Technicians,19-4071.00,0,0.01
2026-05-01,2026-06-01,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0,0.01
2026-05-01,2026-06-01,Set and Exhibit Designers,27-1027.00,0,0.01
2026-05-01,2026-06-01,Adapted Physical Education Specialists,25-2059.01,0,0.01
2026-04-01,2026-05-01,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,0,0.01
2026-04-01,2026-05-01,Psychiatrists,29-1223.00,0,0.01
2026-04-01,2026-05-01,Broadcast Technicians,27-4012.00,0,0.01
2026-04-01,2026-05-01,"Economics Teachers, Postsecondary",25-1063.00,0,0.01
2026-04-01,2026-05-01,Credit Analysts,13-2041.00,0,0.01
2026-04-01,2026-05-01,Robotics Engineers,17-2199.08,0,0.01
2026-04-01,2026-05-01,"Medical Scientists, Except Epidemiologists",19-1042.00,0,0.01
2026-04-01,2026-05-01,"Environmental Science Teachers, Postsecondary",25-1053.00,0,0.01
2026-04-01,2026-05-01,"Cooks, Restaurant",35-2014.00,0,0.01
2026-04-01,2026-05-01,"Computer Science Teachers, Postsecondary",25-1021.00,0,0.01
2026-05-01,2026-06-01,Health Informatics Specialists,15-1211.01,0,0.01
2026-04-01,2026-05-01,Legislators,11-1031.00,0,0.01
2026-04-01,2026-05-01,Medical Secretaries and Administrative Assistants,43-6013.00,0,0.01
2026-05-01,2026-06-01,Crematory Operators,39-4012.00,0,0.01
2026-05-01,2026-06-01,Nuclear Engineers,17-2161.00,0,0.01
2026-05-01,2026-06-01,"Painters, Construction and Maintenance",47-2141.00,0,0.01
2026-04-01,2026-05-01,Solar Energy Installation Managers,47-1011.03,0,0.01
2026-04-01,2026-05-01,"Communications Teachers, Postsecondary",25-1122.00,0,0.01
2026-04-01,2026-05-01,"Tax Examiners and Collectors, and Revenue Agents",13-2081.00,0,0.01
2026-04-01,2026-05-01,"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,0,0.01
2026-05-01,2026-06-01,Zoologists and Wildlife Biologists,19-1023.00,0,0.01
2026-04-01,2026-05-01,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,0,0.01
2026-05-01,2026-06-01,Motorboat Mechanics and Service Technicians,49-3051.00,0,0.01
2026-05-01,2026-06-01,"History Teachers, Postsecondary",25-1125.00,0,0.01
2026-05-01,2026-06-01,"Special Education Teachers, Secondary School",25-2058.00,0,0.01
2026-04-01,2026-05-01,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,0,0.01
2026-04-01,2026-05-01,First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,0,0.01
2026-05-01,2026-06-01,"Environmental Science Teachers, Postsecondary",25-1053.00,0,0.01
2026-05-01,2026-06-01,"Cooks, Restaurant",35-2014.00,0,0.01
2026-05-01,2026-06-01,"Medical Scientists, Except Epidemiologists",19-1042.00,0,0.01
2026-05-01,2026-06-01,Registered Nurses,29-1141.00,0,0.01
2026-04-01,2026-05-01,Physical Therapist Assistants,31-2021.00,0,0.01
2026-04-01,2026-05-01,"Nursing Instructors and Teachers, Postsecondary",25-1072.00,0,0.01
2026-04-01,2026-05-01,Travel Agents,41-3041.00,0,0.01
2026-04-01,2026-05-01,Cost Estimators,13-1051.00,0,0.01
2026-05-01,2026-06-01,Urban and Regional Planners,19-3051.00,0,0.01
2026-05-01,2026-06-01,Recreational Vehicle Service Technicians,49-3092.00,0,0.01
2026-04-01,2026-05-01,"Disc Jockeys, Except Radio",27-2091.00,0,0.01
2026-05-01,2026-06-01,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",37-1012.00,0,0.01
2026-05-01,2026-06-01,Baggage Porters and Bellhops,39-6011.00,0,0.01
2026-05-01,2026-06-01,"Criminal Justice and Law Enforcement Teachers, Postsecondary",25-1111.00,0,0.01
2026-05-01,2026-06-01,"Architecture Teachers, Postsecondary",25-1031.00,0,0.01
2026-05-01,2026-06-01,"Claims Adjusters, Examiners, and Investigators",13-1031.00,0,0.01
2026-04-01,2026-05-01,Park Naturalists,19-1031.03,0,0.01
2026-04-01,2026-05-01,Chefs and Head Cooks,35-1011.00,0,0.01
2026-05-01,2026-06-01,Payroll and Timekeeping Clerks,43-3051.00,0,0.01
2026-05-01,2026-06-01,Petroleum Engineers,17-2171.00,0,0.01
2026-05-01,2026-06-01,Music Directors and Composers,27-2041.00,0,0.01
2026-04-01,2026-05-01,First-Line Supervisors of Passenger Attendants,53-1044.00,0,0.01
2026-04-01,2026-05-01,Radiologists,29-1224.00,0,0.01
2026-05-01,2026-06-01,Loan Interviewers and Clerks,43-4131.00,0,0.01
2026-05-01,2026-06-01,Flight Attendants,53-2031.00,0,0.01
2026-05-01,2026-06-01,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,0,0.01
2026-05-01,2026-06-01,Sustainability Specialists,13-1199.05,0,0.01
2026-04-01,2026-05-01,Naturopathic Physicians,29-1299.01,0,0.01
2026-04-01,2026-05-01,Surveying and Mapping Technicians,17-3031.00,0,0.01
2026-04-01,2026-05-01,Construction Managers,11-9021.00,0,0.01
2026-05-01,2026-06-01,"Career/Technical Education Teachers, Secondary School",25-2032.00,0,0.01
2026-04-01,2026-05-01,Fast Food and Counter Workers,35-3023.00,0,0.01
2026-04-01,2026-05-01,"Human Resources Assistants, Except Payroll and Timekeeping",43-4161.00,0,0.01
2026-04-01,2026-05-01,Forest and Conservation Technicians,19-4071.00,0,0.01
2026-04-01,2026-05-01,Sound Engineering Technicians,27-4014.00,0,0.01
2026-04-01,2026-05-01,"Political Science Teachers, Postsecondary",25-1065.00,0,0.01
2026-05-01,2026-06-01,"Library Assistants, Clerical",43-4121.00,0,0.01
2026-05-01,2026-06-01,"Recreation and Fitness Studies Teachers, Postsecondary",25-1193.00,0,0.01
2026-04-01,2026-05-01,Cabinetmakers and Bench Carpenters,51-7011.00,0,0.01
2026-05-01,2026-06-01,Chefs and Head Cooks,35-1011.00,0,0.01
2026-05-01,2026-06-01,"Tax Examiners and Collectors, and Revenue Agents",13-2081.00,0,0.01
2026-05-01,2026-06-01,Musicians and Singers,27-2042.00,0,0.01
2026-04-01,2026-05-01,Furniture Finishers,51-7021.00,0,0.01
2026-05-01,2026-06-01,Credit Analysts,13-2041.00,0,0.01
2026-04-01,2026-05-01,First-Line Supervisors of Correctional Officers,33-1011.00,0,0.01
2026-04-01,2026-05-01,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,0,0.01
2026-04-01,2026-05-01,"Chemistry Teachers, Postsecondary",25-1052.00,0,0.01
2026-05-01,2026-06-01,Information Security Analysts,15-1212.00,0,0.01
2026-05-01,2026-06-01,Computer Numerically Controlled Tool Programmers,51-9162.00,0,0.01
2026-05-01,2026-06-01,Occupational Health and Safety Technicians,19-5012.00,0,0.01
2026-05-01,2026-06-01,Funeral Attendants,39-4021.00,0,0.01
2026-05-01,2026-06-01,Advanced Practice Psychiatric Nurses,29-1141.02,0,0.01
2026-04-01,2026-05-01,Geneticists,19-1029.03,0,0.01
2026-05-01,2026-06-01,"Sociology Teachers, Postsecondary",25-1067.00,0,0.01
2026-05-01,2026-06-01,Clinical Neuropsychologists,19-3039.03,0,0.01
2026-04-01,2026-05-01,"Law Teachers, Postsecondary",25-1112.00,0,0.01
2026-05-01,2026-06-01,"Special Education Teachers, Middle School",25-2057.00,0,0.01
2026-05-01,2026-06-01,Appraisers of Personal and Business Property,13-2022.00,0,0.01
2026-04-01,2026-05-01,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,0,0.01
2026-05-01,2026-06-01,Speech-Language Pathologists,29-1127.00,0,0.01
2026-04-01,2026-05-01,"Special Education Teachers, Middle School",25-2057.00,0,0.01
2026-04-01,2026-05-01,"Psychology Teachers, Postsecondary",25-1066.00,0,0.01
2026-04-01,2026-05-01,Anesthesiologists,29-1211.00,0,0.01
2026-04-01,2026-05-01,Microbiologists,19-1022.00,0,0.01
2026-04-01,2026-05-01,Computer Numerically Controlled Tool Programmers,51-9162.00,0,0.01
2026-04-01,2026-05-01,Advanced Practice Psychiatric Nurses,29-1141.02,0,0.01
2026-04-01,2026-05-01,"Mathematical Science Teachers, Postsecondary",25-1022.00,0,0.01
2026-04-01,2026-05-01,Art Therapists,29-1129.01,0,0.01
2026-04-01,2026-05-01,Security Managers,11-3013.01,0,0.01
2026-05-01,2026-06-01,Transportation Planners,19-3099.01,0,0.01
2026-04-01,2026-05-01,"Geography Teachers, Postsecondary",25-1064.00,0,0.01
2026-04-01,2026-05-01,Survey Researchers,19-3022.00,0,0.01
2026-05-01,2026-06-01,Critical Care Nurses,29-1141.03,0,0.01
2026-05-01,2026-06-01,Broadcast Technicians,27-4012.00,0,0.01
2026-05-01,2026-06-01,Gambling and Sports Book Writers and Runners,39-3012.00,0,0.01
2026-04-01,2026-05-01,"Career/Technical Education Teachers, Secondary School",25-2032.00,0,0.01
2026-04-01,2026-05-01,"Physics Teachers, Postsecondary",25-1054.00,0,0.01
2026-05-01,2026-06-01,Naturopathic Physicians,29-1299.01,0,0.01
2026-05-01,2026-06-01,Solar Energy Installation Managers,47-1011.03,0,0.01
2026-05-01,2026-06-01,"Law Teachers, Postsecondary",25-1112.00,0,0.01
2026-05-01,2026-06-01,Surveying and Mapping Technicians,17-3031.00,0,0.01
2026-05-01,2026-06-01,First-Line Supervisors of Food Preparation and Serving Workers,35-1012.00,0,0.01
2026-05-01,2026-06-01,"Education Teachers, Postsecondary",25-1081.00,0,0.01
2026-05-01,2026-06-01,Soil and Plant Scientists,19-1013.00,0,0.01
2026-05-01,2026-06-01,Radiologists,29-1224.00,0,0.01
2026-05-01,2026-06-01,Loss Prevention Managers,11-9199.08,0,0.01
2026-04-01,2026-05-01,"Judges, Magistrate Judges, and Magistrates",23-1023.00,0,0.01
2026-04-01,2026-05-01,"Sociology Teachers, Postsecondary",25-1067.00,0,0.01
2026-04-01,2026-05-01,First-Line Supervisors of Construction Trades and Extraction Workers,47-1011.00,0,0.01
2026-04-01,2026-05-01,"Special Education Teachers, Secondary School",25-2058.00,0,0.01
2026-05-01,2026-06-01,"Geological Technicians, Except Hydrologic Technicians",19-4043.00,0,0.01
2026-05-01,2026-06-01,First-Line Supervisors of Gambling Services Workers,39-1013.00,0,0.01
2026-05-01,2026-06-01,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,0,0.01
2026-04-01,2026-05-01,First-Line Supervisors of Gambling Services Workers,39-1013.00,0,0.01
2026-04-01,2026-05-01,Clinical Neuropsychologists,19-3039.03,0,0.01
2026-04-01,2026-05-01,Veterinarians,29-1131.00,0,0.01
2026-05-01,2026-06-01,Dental Hygienists,29-1292.00,0,0.01
2026-05-01,2026-06-01,Anesthesiologists,29-1211.00,0,0.01
2026-05-01,2026-06-01,"Agricultural Sciences Teachers, Postsecondary",25-1041.00,0,0.01
2026-05-01,2026-06-01,Rehabilitation Counselors,21-1015.00,0,0.01
2026-05-01,2026-06-01,Electrical and Electronic Engineering Technologists and Technicians,17-3023.00,0,0.01
2026-05-01,2026-06-01,"Chemistry Teachers, Postsecondary",25-1052.00,0,0.01
2026-05-01,2026-06-01,Park Naturalists,19-1031.03,0,0.01
2026-05-01,2026-06-01,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,53-1043.00,0,0.01
2026-04-01,2026-05-01,"Special Education Teachers, Kindergarten",25-2055.00,0,0.01
2026-04-01,2026-05-01,Payroll and Timekeeping Clerks,43-3051.00,0,0.01
2026-04-01,2026-05-01,Set and Exhibit Designers,27-1027.00,0,0.01
2026-04-01,2026-05-01,"History Teachers, Postsecondary",25-1125.00,0,0.01
2026-04-01,2026-05-01,"Mixing and Blending Machine Setters, Operators, and Tenders",51-9023.00,0,0.01
2026-04-01,2026-05-01,Occupational Health and Safety Technicians,19-5012.00,0,0.01
2026-05-01,2026-06-01,Concierges,39-6012.00,0,0.01
2026-05-01,2026-06-01,"Judges, Magistrate Judges, and Magistrates",23-1023.00,0,0.01
2026-05-01,2026-06-01,Security Managers,11-3013.01,0,0.01
2026-05-01,2026-06-01,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,0,0.01
2026-05-01,2026-06-01,"Foreign Language and Literature Teachers, Postsecondary",25-1124.00,0,0.01
2026-05-01,2026-06-01,Construction Managers,11-9021.00,0,0.01
2026-05-01,2026-06-01,Geneticists,19-1029.03,0,0.01
2026-04-01,2026-05-01,Wind Energy Development Managers,11-9199.10,0,0.01
2026-04-01,2026-05-01,Traffic Technicians,53-6041.00,0,0.01
2026-04-01,2026-05-01,"Credit Authorizers, Checkers, and Clerks",43-4041.00,0,0.01
2026-04-01,2026-05-01,"Maintenance and Repair Workers, General",49-9071.00,0,0.01
2026-05-01,2026-06-01,"Maintenance and Repair Workers, General",49-9071.00,0,0.01
2026-04-01,2026-05-01,Speech-Language Pathologists,29-1127.00,0,0.01
2026-05-01,2026-06-01,"Preschool Teachers, Except Special Education",25-2011.00,0,0.01
2026-05-01,2026-06-01,Air Traffic Controllers,53-2021.00,0,0.01
2026-05-01,2026-06-01,"Family and Consumer Sciences Teachers, Postsecondary",25-1192.00,0,0.01
2026-05-01,2026-06-01,"Physicians, Pathologists",29-1222.00,0,0.01
2026-04-01,2026-05-01,Neurologists,29-1217.00,0,0.01
2026-04-01,2026-05-01,Loan Interviewers and Clerks,43-4131.00,0,0.01
2026-05-01,2026-06-01,Microbiologists,19-1022.00,0,0.01
2026-04-01,2026-05-01,"Mobile Heavy Equipment Mechanics, Except Engines",49-3042.00,0,0.01
2026-04-01,2026-05-01,Appraisers of Personal and Business Property,13-2022.00,0,0.01
2026-04-01,2026-05-01,Petroleum Engineers,17-2171.00,0,0.01
2026-04-01,2026-05-01,Music Directors and Composers,27-2041.00,0,0.01
2026-05-01,2026-06-01,"Psychology Teachers, Postsecondary",25-1066.00,0,0.01
2026-05-01,2026-06-01,Psychiatrists,29-1223.00,0,0.01
2026-05-01,2026-06-01,First-Line Supervisors of Correctional Officers,33-1011.00,0,0.01
2026-05-01,2026-06-01,"Economics Teachers, Postsecondary",25-1063.00,0,0.01
2026-05-01,2026-06-01,Surveyors,17-1022.00,0,0.01
2026-05-01,2026-06-01,Traffic Technicians,53-6041.00,0,0.01
2026-05-01,2026-06-01,"First-Line Supervisors of Mechanics, Installers, and Repairers",49-1011.00,0,0.01
2026-05-01,2026-06-01,"Credit Authorizers, Checkers, and Clerks",43-4041.00,0,0.01
2026-05-01,2026-06-01,Art Therapists,29-1129.01,0,0.01
2026-04-01,2026-05-01,Motorboat Mechanics and Service Technicians,49-3051.00,0,0.01
2026-04-01,2026-05-01,Information Security Analysts,15-1212.00,0,0.01
2026-04-01,2026-05-01,Funeral Attendants,39-4021.00,0,0.01
2026-04-01,2026-05-01,Landscape Architects,17-1012.00,0,0.01
2026-04-01,2026-05-01,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",45-1011.00,0,0.01
2026-05-01,2026-06-01,"Property, Real Estate, and Community Association Managers",11-9141.00,0,0.01
2026-05-01,2026-06-01,Police and Sheriff's Patrol Officers,33-3051.00,0,0.01
2026-05-01,2026-06-01,Survey Researchers,19-3022.00,0,0.01
2026-04-01,2026-05-01,School Bus Monitors,33-9094.00,0,0.01
2026-04-01,2026-05-01,Recreational Vehicle Service Technicians,49-3092.00,0,0.01
2026-04-01,2026-05-01,Agricultural Inspectors,45-2011.00,0,0.01
2026-04-01,2026-05-01,"Library Science Teachers, Postsecondary",25-1082.00,0,0.01
2026-04-01,2026-05-01,Pest Control Workers,37-2021.00,0,0.01
